ALLER_TYPE,RETURN_TYPE,AIRLINE_ALLER,AIRLINE_RETOUR,CITY_ARRIVAL,CITY_DEPARTURE,DATE_DE_DEPART,DATE_DE_RETOUR,HOR_ARRI,HOR_DEP,HOR_DEP_RETOUR,HOR_RETOUR,PRICE,FLIGHT_DURATION_DEPARTURE,FLIGHT_DURATION_RETURN,SEASON,FLIGHT_ROUTE,PRICE_CATEGORY
1 esclae,Vol direct,Air France,Japan Airlines,Istanbul,Barcelona,2023-03-03,2023-07-21,06:42:00,00:08:00,00:28:00,15:40:00,846,394,912,Spring,Barcelona - Istanbul,Premium
2 esclaes,2 escales,Finnair,JetBlue Airways,Athens,Marrakech,2023-05-11,2023-07-22,02:31:00,08:39:00,19:18:00,22:24:00,56,368,186,Spring,Marrakech - Athens,Budget
2 esclaes,Vol direct,Qantas,Finnair,San Francisco,Moscow,2023-03-08,2023-05-04,03:09:00,03:56:00,16:34:00,21:52:00,713,47,318,Spring,Moscow - San Francisco,Premium
2 esclaes,Vol direct,Japan Airlines,Turkish Airlines,Stockholm,Vienna,2023-01-16,2023-03-17,04:26:00,15:22:00,14:41:00,15:48:00,754,656,67,Winter,Vienna - Stockholm,Premium
2 esclaes,2 escales,Ryanair,Etihad Airways,Rome,Rabat,2023-06-26,2023-07-05,01:01:00,14:21:00,06:56:00,18:18:00,686,800,682,Summer,Rabat - Rome,Premium
Vol direct,2 escales,Emirates,Delta Air Lines,Tangier,San Francisco,2023-07-19,2023-07-31,06:01:00,07:33:00,06:32:00,08:57:00,486,92,145,Summer,San Francisco - Tangier,Standard
1 esclae,1 escale,Southwest Airlines,Southwest Airlines,Paris,Marrakech,2023-05-03,2023-07-09,02:14:00,15:08:00,06:23:00,07:46:00,134,774,83,Spring,Marrakech - Paris,Budget
2 esclaes,1 escale,Virgin Atlantic,Qatar Airways,Moscow,Vienna,2023-03-28,2023-05-07,06:39:00,04:30:00,16:15:00,23:23:00,154,129,428,Spring,Vienna - Moscow,Budget
Vol direct,Vol direct,Japan Airlines,Air France,Marrakech,Sydney,2023-02-15,2023-07-14,03:33:00,07:29:00,12:54:00,15:08:00,494,236,134,Winter,Sydney - Marrakech,Standard
2 esclaes,1 escale,Air France,American Airlines,Istanbul,Rome,2023-06-18,2023-06-24,03:47:00,07:50:00,12:11:00,22:54:00,375,243,643,Summer,Rome - Istanbul,Standard
Vol direct,2 escales,British Airways,AirAsia,Marrakech,San Francisco,2023-01-02,2023-05-26,03:46:00,18:29:00,10:55:00,16:06:00,809,883,311,Winter,San Francisco - Marrakech,Premium
1 esclae,Vol direct,Emirates,Ryanair,Marrakech,Moscow,2023-05-06,2023-07-17,02:52:00,12:24:00,22:17:00,22:46:00,729,572,29,Spring,Moscow - Marrakech,Premium
Vol direct,2 escales,Cathay Pacific,KLM Royal Dutch Airlines,Los Angeles,Rabat,2023-04-24,2023-05-12,06:47:00,02:28:00,15:45:00,22:49:00,748,259,424,Spring,Rabat - Los Angeles,Premium
Vol direct,1 escale,China Eastern Airlines,Alitalia,Rome,Marrakech,2023-07-12,2023-07-14,03:01:00,04:52:00,02:37:00,08:43:00,307,111,366,Summer,Marrakech - Rome,Standard
2 esclaes,2 escales,British Airways,American Airlines,Casablanca,Sydney,2023-01-05,2023-05-25,01:34:00,09:37:00,09:30:00,14:40:00,950,483,310,Winter,Sydney - Casablanca,Premium
1 esclae,Vol direct,Ryanair,Royal Air Maroc,Copenhagen,Berlin,2023-02-16,2023-03-19,04:19:00,14:51:00,02:39:00,07:55:00,109,632,316,Winter,Berlin - Copenhagen,Budget
1 esclae,Vol direct,Qatar Airways,AirAsia,Los Angeles,Tangier,2023-07-07,2023-07-24,06:22:00,11:13:00,01:50:00,02:55:00,786,291,65,Summer,Tangier - Los Angeles,Premium
Vol direct,Vol direct,Cathay Pacific,Qatar Airways,Cairo,Berlin,2023-02-21,2023-06-27,01:35:00,17:20:00,01:56:00,20:43:00,496,945,1127,Winter,Berlin - Cairo,Standard
Vol direct,2 escales,Air France,American Airlines,Cairo,Vienna,2023-03-20,2023-06-30,05:07:00,06:43:00,04:58:00,20:41:00,422,96,943,Spring,Vienna - Cairo,Standard
Vol direct,Vol direct,Air Canada,Cathay Pacific,Berlin,London,2023-03-08,2023-07-05,02:24:00,23:36:00,09:11:00,21:54:00,732,1272,763,Spring,London - Berlin,Premium
1 esclae,2 escales,Finnair,Finnair,Istanbul,Stockholm,2023-03-25,2023-04-30,04:15:00,07:47:00,18:37:00,20:57:00,397,212,140,Spring,Stockholm - Istanbul,Standard
2 esclaes,1 escale,Qatar Airways,Turkish Airlines,Berlin,San Francisco,2023-07-09,2023-07-20,03:21:00,20:32:00,16:37:00,17:02:00,592,1031,25,Summer,San Francisco - Berlin,Premium
1 esclae,1 escale,Royal Air Maroc,Southwest Airlines,Tangier,Marrakech,2023-04-22,2023-05-26,04:30:00,15:39:00,10:46:00,17:52:00,923,669,426,Spring,Marrakech - Tangier,Premium
1 esclae,1 escale,Etihad Airways,Air Canada,Los Angeles,Casablanca,2023-04-29,2023-05-26,03:55:00,07:16:00,04:32:00,16:13:00,509,201,701,Spring,Casablanca - Los Angeles,Premium
Vol direct,Vol direct,Air Canada,Turkish Airlines,New York,Rome,2023-03-20,2023-04-10,05:10:00,19:48:00,13:27:00,21:45:00,385,878,498,Spring,Rome - New York,Standard
2 esclaes,1 escale,Qantas,British Airways,Delhi,Dublin,2023-05-19,2023-07-04,06:43:00,09:30:00,17:03:00,17:28:00,891,167,25,Spring,Dublin - Delhi,Premium
Vol direct,2 escales,KLM Royal Dutch Airlines,AirAsia,Moscow,Copenhagen,2023-01-14,2023-07-23,03:02:00,21:10:00,18:42:00,22:54:00,358,1088,252,Winter,Copenhagen - Moscow,Standard
2 esclaes,2 escales,Etihad Airways,Turkish Airlines,Moscow,New York,2023-05-10,2023-05-26,02:31:00,05:33:00,13:04:00,16:50:00,151,182,226,Spring,New York - Moscow,Budget
1 esclae,Vol direct,United Airlines,Air France,Rabat,Istanbul,2023-07-25,2023-07-30,06:36:00,05:37:00,12:11:00,21:33:00,147,59,562,Summer,Istanbul - Rabat,Budget
2 esclaes,1 escale,Southwest Airlines,Virgin Atlantic,Berlin,Tangier,2023-02-14,2023-07-12,02:18:00,16:30:00,01:44:00,23:10:00,621,852,1286,Winter,Tangier - Berlin,Premium
Vol direct,2 escales,KLM Royal Dutch Airlines,United Airlines,Dublin,Delhi,2023-05-17,2023-07-28,05:54:00,02:38:00,00:11:00,19:44:00,925,196,1173,Spring,Delhi - Dublin,Premium
1 esclae,2 escales,Qatar Airways,AirAsia,Los Angeles,Rome,2023-06-05,2023-07-27,05:07:00,15:42:00,03:19:00,16:44:00,662,635,805,Summer,Rome - Los Angeles,Premium
1 esclae,1 escale,Turkish Airlines,Lufthansa,New York,Tangier,2023-06-03,2023-07-15,05:18:00,06:17:00,08:22:00,08:58:00,573,59,36,Summer,Tangier - New York,Premium
Vol direct,1 escale,Emirates,Alitalia,Rome,Barcelona,2023-04-17,2023-06-05,05:59:00,14:18:00,06:23:00,20:34:00,61,499,851,Spring,Barcelona - Rome,Budget
Vol direct,2 escales,Delta Air Lines,Japan Airlines,Athens,Stockholm,2023-03-01,2023-07-09,06:55:00,12:37:00,13:52:00,17:01:00,633,342,189,Spring,Stockholm - Athens,Premium
Vol direct,1 escale,ANA - All Nippon Airways,JetBlue Airways,Stockholm,Cairo,2023-07-01,2023-07-19,03:43:00,09:46:00,21:24:00,22:38:00,721,363,74,Summer,Cairo - Stockholm,Premium
2 esclaes,2 escales,Virgin Atlantic,AirAsia,Barcelona,Berlin,2023-02-11,2023-03-15,05:47:00,08:20:00,03:53:00,18:12:00,438,153,859,Winter,Berlin - Barcelona,Standard
2 esclaes,Vol direct,Emirates,Singapore Airlines,Athens,Tokyo,2023-05-01,2023-06-30,05:43:00,07:55:00,18:27:00,21:40:00,184,132,193,Spring,Tokyo - Athens,Budget
2 esclaes,Vol direct,Royal Air Maroc,AirAsia,Barcelona,Rome,2023-03-14,2023-04-24,06:54:00,16:53:00,02:43:00,07:39:00,594,599,296,Spring,Rome - Barcelona,Premium
2 esclaes,2 escales,Emirates,Delta Air Lines,Tokyo,San Francisco,2023-04-25,2023-06-09,05:30:00,18:32:00,14:54:00,17:54:00,971,782,180,Spring,San Francisco - Tokyo,Premium
Vol direct,1 escale,Qantas,Qatar Airways,Amsterdam,Dublin,2023-06-03,2023-06-28,02:40:00,14:08:00,12:05:00,19:19:00,275,688,434,Summer,Dublin - Amsterdam,Standard
2 esclaes,1 escale,AirAsia,Royal Air Maroc,Marrakech,London,2023-07-02,2023-07-08,05:28:00,21:20:00,08:11:00,17:23:00,102,952,552,Summer,London - Marrakech,Budget
Vol direct,2 escales,Qantas,Qantas,Cairo,Amsterdam,2023-04-18,2023-05-21,06:29:00,18:24:00,16:22:00,17:33:00,290,715,71,Spring,Amsterdam - Cairo,Standard
Vol direct,2 escales,KLM Royal Dutch Airlines,AirAsia,Rome,Sydney,2023-01-03,2023-01-08,03:09:00,01:38:00,10:13:00,23:32:00,807,91,799,Winter,Sydney - Rome,Premium
Vol direct,Vol direct,Southwest Airlines,Virgin Atlantic,Athens,Casablanca,2023-01-10,2023-04-21,01:47:00,18:53:00,04:57:00,16:16:00,318,1026,679,Winter,Casablanca - Athens,Standard
1 esclae,2 escales,Finnair,British Airways,Vienna,San Francisco,2023-04-02,2023-06-15,03:02:00,06:13:00,11:54:00,21:34:00,833,191,580,Spring,San Francisco - Vienna,Premium
2 esclaes,1 escale,JetBlue Airways,ANA - All Nippon Airways,Barcelona,Stockholm,2023-04-22,2023-05-31,06:27:00,13:39:00,21:04:00,22:16:00,659,432,72,Spring,Stockholm - Barcelona,Premium
1 esclae,Vol direct,Lufthansa,Royal Air Maroc,Casablanca,Istanbul,2023-04-17,2023-06-04,01:17:00,00:54:00,17:46:00,20:52:00,607,23,186,Spring,Istanbul - Casablanca,Premium
Vol direct,1 escale,Delta Air Lines,United Airlines,Copenhagen,Paris,2023-02-01,2023-07-21,02:55:00,09:45:00,08:46:00,23:07:00,380,410,861,Winter,Paris - Copenhagen,Standard
1 esclae,1 escale,Qantas,United Airlines,Copenhagen,Istanbul,2023-05-20,2023-06-19,04:54:00,11:24:00,16:21:00,19:24:00,777,390,183,Spring,Istanbul - Copenhagen,Premium
2 esclaes,Vol direct,KLM Royal Dutch Airlines,Virgin Atlantic,Amsterdam,Casablanca,2023-05-16,2023-06-07,04:16:00,12:42:00,19:11:00,22:08:00,722,506,177,Spring,Casablanca - Amsterdam,Premium
Vol direct,Vol direct,Etihad Airways,Cathay Pacific,Barcelona,Fes,2023-02-17,2023-02-24,02:52:00,09:35:00,11:49:00,14:32:00,183,403,163,Winter,Fes - Barcelona,Budget
2 esclaes,Vol direct,Finnair,AirAsia,Paris,Vienna,2023-05-10,2023-06-04,06:34:00,14:52:00,19:39:00,23:52:00,148,498,253,Spring,Vienna - Paris,Budget
2 esclaes,1 escale,Cathay Pacific,Lufthansa,San Francisco,London,2023-03-25,2023-06-10,01:42:00,05:33:00,08:11:00,11:28:00,191,231,197,Spring,London - San Francisco,Budget
2 esclaes,1 escale,British Airways,Etihad Airways,Athens,New York,2023-03-30,2023-04-11,06:04:00,03:47:00,08:54:00,17:34:00,582,137,520,Spring,New York - Athens,Premium
1 esclae,1 escale,Southwest Airlines,British Airways,Istanbul,New York,2023-01-20,2023-07-27,01:15:00,12:08:00,10:19:00,15:52:00,272,653,333,Winter,New York - Istanbul,Standard
Vol direct,Vol direct,Etihad Airways,ANA - All Nippon Airways,Moscow,Tangier,2023-02-18,2023-03-21,02:09:00,20:11:00,06:00:00,09:37:00,364,1082,217,Winter,Tangier - Moscow,Standard
1 esclae,1 escale,Virgin Atlantic,AirAsia,Athens,Dublin,2023-07-24,2023-07-28,06:09:00,00:07:00,10:25:00,11:34:00,965,362,69,Summer,Dublin - Athens,Premium
Vol direct,1 escale,American Airlines,Emirates,Tangier,London,2023-02-22,2023-06-15,05:16:00,15:19:00,03:34:00,19:47:00,370,603,973,Winter,London - Tangier,Standard
Vol direct,1 escale,Southwest Airlines,Delta Air Lines,Cairo,San Francisco,2023-07-03,2023-07-27,05:04:00,15:31:00,00:05:00,19:49:00,81,627,1184,Summer,San Francisco - Cairo,Budget
2 esclaes,Vol direct,Air France,Emirates,Amsterdam,Rio de Janeiro,2023-02-07,2023-04-10,05:24:00,15:30:00,02:15:00,06:37:00,580,606,262,Winter,Rio de Janeiro - Amsterdam,Premium
Vol direct,2 escales,Emirates,Ryanair,Amsterdam,Stockholm,2023-07-29,2023-07-31,06:44:00,04:58:00,21:13:00,22:05:00,761,106,52,Summer,Stockholm - Amsterdam,Premium
Vol direct,1 escale,Singapore Airlines,American Airlines,San Francisco,Rome,2023-01-02,2023-07-12,04:35:00,10:44:00,02:23:00,15:10:00,597,369,767,Winter,Rome - San Francisco,Premium
Vol direct,Vol direct,Royal Air Maroc,JetBlue Airways,Berlin,Moscow,2023-01-26,2023-04-12,06:56:00,08:00:00,15:06:00,15:26:00,387,64,20,Winter,Moscow - Berlin,Standard
Vol direct,2 escales,Qantas,Air Canada,Stockholm,Copenhagen,2023-03-20,2023-07-05,02:55:00,13:17:00,04:18:00,11:06:00,477,622,408,Spring,Copenhagen - Stockholm,Standard
1 esclae,Vol direct,Royal Air Maroc,Etihad Airways,Copenhagen,Rome,2023-04-26,2023-06-29,04:05:00,20:53:00,15:41:00,17:02:00,543,1008,81,Spring,Rome - Copenhagen,Premium
1 esclae,1 escale,United Airlines,China Eastern Airlines,Casablanca,Cairo,2023-02-18,2023-03-09,05:26:00,14:26:00,10:58:00,21:14:00,289,540,616,Winter,Cairo - Casablanca,Standard
1 esclae,1 escale,Qantas,Singapore Airlines,Casablanca,Delhi,2023-01-18,2023-02-06,01:27:00,15:18:00,00:58:00,06:54:00,527,831,356,Winter,Delhi - Casablanca,Premium
Vol direct,1 escale,ANA - All Nippon Airways,Royal Air Maroc,Rio de Janeiro,Athens,2023-06-05,2023-06-12,03:43:00,18:26:00,02:16:00,07:15:00,132,883,299,Summer,Athens - Rio de Janeiro,Budget
2 esclaes,2 escales,Qatar Airways,British Airways,Stockholm,New York,2023-06-24,2023-07-29,05:42:00,11:47:00,09:40:00,17:22:00,359,365,462,Summer,New York - Stockholm,Standard
Vol direct,1 escale,JetBlue Airways,Delta Air Lines,Istanbul,Fes,2023-03-10,2023-05-28,03:52:00,14:27:00,19:50:00,21:28:00,710,635,98,Spring,Fes - Istanbul,Premium
2 esclaes,Vol direct,Emirates,Ryanair,Stockholm,Copenhagen,2023-07-27,2023-07-29,01:34:00,21:06:00,17:13:00,23:32:00,322,1172,379,Summer,Copenhagen - Stockholm,Standard
1 esclae,1 escale,ANA - All Nippon Airways,Ryanair,Barcelona,Berlin,2023-06-02,2023-07-29,01:25:00,22:00:00,09:00:00,12:56:00,624,1235,236,Summer,Berlin - Barcelona,Premium
2 esclaes,1 escale,Singapore Airlines,AirAsia,Athens,Marrakech,2023-06-23,2023-07-27,02:30:00,18:18:00,08:19:00,22:08:00,705,948,829,Summer,Marrakech - Athens,Premium
2 esclaes,Vol direct,Japan Airlines,KLM Royal Dutch Airlines,New York,Berlin,2023-03-09,2023-04-02,04:48:00,10:58:00,12:34:00,17:06:00,606,370,272,Spring,Berlin - New York,Premium
2 esclaes,2 escales,AirAsia,Finnair,Delhi,Rome,2023-01-07,2023-06-05,05:23:00,18:58:00,15:07:00,19:22:00,719,815,255,Winter,Rome - Delhi,Premium
2 esclaes,1 escale,Cathay Pacific,Alitalia,Delhi,Vienna,2023-03-07,2023-04-25,04:05:00,19:27:00,02:33:00,15:08:00,903,922,755,Spring,Vienna - Delhi,Premium
2 esclaes,1 escale,Virgin Atlantic,Qatar Airways,Barcelona,Stockholm,2023-05-18,2023-06-23,01:52:00,17:52:00,08:44:00,12:03:00,212,960,199,Spring,Stockholm - Barcelona,Standard
1 esclae,2 escales,Air Canada,British Airways,Tokyo,Berlin,2023-01-12,2023-06-01,03:58:00,17:32:00,09:51:00,11:54:00,546,814,123,Winter,Berlin - Tokyo,Premium
Vol direct,Vol direct,Air France,Emirates,New York,Tangier,2023-06-03,2023-07-23,01:15:00,09:00:00,02:16:00,07:47:00,652,465,331,Summer,Tangier - New York,Premium
2 esclaes,Vol direct,Virgin Atlantic,Finnair,Rio de Janeiro,Casablanca,2023-07-19,2023-07-31,05:20:00,07:54:00,12:12:00,15:08:00,394,154,176,Summer,Casablanca - Rio de Janeiro,Standard
2 esclaes,2 escales,AirAsia,Air France,San Francisco,Tokyo,2023-06-15,2023-06-25,02:37:00,12:14:00,18:03:00,18:38:00,161,577,35,Summer,Tokyo - San Francisco,Budget
2 esclaes,Vol direct,Lufthansa,Japan Airlines,Marrakech,San Francisco,2023-07-11,2023-07-20,06:36:00,04:09:00,14:52:00,20:04:00,810,147,312,Summer,San Francisco - Marrakech,Premium
Vol direct,2 escales,Japan Airlines,Ryanair,Rio de Janeiro,Sydney,2023-04-21,2023-04-23,03:52:00,01:00:00,13:17:00,21:38:00,861,172,501,Spring,Sydney - Rio de Janeiro,Premium
2 esclaes,2 escales,Cathay Pacific,Royal Air Maroc,Dublin,Amsterdam,2023-07-15,2023-07-18,04:04:00,11:25:00,15:33:00,19:16:00,357,441,223,Summer,Amsterdam - Dublin,Standard
Vol direct,1 escale,Turkish Airlines,Lufthansa,Berlin,Rome,2023-06-03,2023-07-24,02:09:00,21:28:00,02:18:00,11:32:00,71,1159,554,Summer,Rome - Berlin,Budget
Vol direct,Vol direct,Etihad Airways,Etihad Airways,Rabat,Delhi,2023-06-13,2023-07-29,01:10:00,13:43:00,19:13:00,20:17:00,996,753,64,Summer,Delhi - Rabat,Premium
2 esclaes,Vol direct,JetBlue Airways,Royal Air Maroc,Barcelona,Amsterdam,2023-07-04,2023-07-17,06:16:00,07:05:00,03:17:00,17:00:00,405,49,823,Summer,Amsterdam - Barcelona,Standard
Vol direct,1 escale,Royal Air Maroc,American Airlines,Tangier,Vienna,2023-04-04,2023-05-11,06:01:00,10:47:00,08:08:00,16:30:00,673,286,502,Spring,Vienna - Tangier,Premium
2 esclaes,1 escale,JetBlue Airways,Lufthansa,Paris,Fes,2023-04-13,2023-06-19,02:54:00,12:49:00,18:29:00,22:58:00,979,595,269,Spring,Fes - Paris,Premium
1 esclae,Vol direct,Royal Air Maroc,Singapore Airlines,Athens,Casablanca,2023-02-12,2023-07-18,02:36:00,03:18:00,10:00:00,14:03:00,476,42,243,Winter,Casablanca - Athens,Standard
Vol direct,1 escale,China Eastern Airlines,American Airlines,Athens,Moscow,2023-04-25,2023-07-19,05:25:00,00:53:00,05:23:00,20:46:00,933,272,923,Spring,Moscow - Athens,Premium
1 esclae,1 escale,Emirates,British Airways,Moscow,Athens,2023-01-24,2023-07-14,06:50:00,02:48:00,12:22:00,12:40:00,60,242,18,Winter,Athens - Moscow,Budget
2 esclaes,2 escales,KLM Royal Dutch Airlines,Air France,Rome,Tangier,2023-07-20,2023-07-28,03:22:00,13:12:00,09:54:00,18:38:00,237,590,524,Summer,Tangier - Rome,Standard
2 esclaes,2 escales,Cathay Pacific,KLM Royal Dutch Airlines,Sydney,San Francisco,2023-01-14,2023-01-25,01:03:00,07:57:00,20:20:00,23:30:00,655,414,190,Winter,San Francisco - Sydney,Premium
Vol direct,2 escales,Virgin Atlantic,Virgin Atlantic,Amsterdam,Rome,2023-07-01,2023-07-05,04:17:00,08:37:00,10:24:00,19:02:00,274,260,518,Summer,Rome - Amsterdam,Standard
1 esclae,Vol direct,Alitalia,Japan Airlines,Copenhagen,Cairo,2023-06-01,2023-07-26,01:57:00,13:02:00,16:25:00,20:34:00,338,665,249,Summer,Cairo - Copenhagen,Standard
1 esclae,Vol direct,KLM Royal Dutch Airlines,Air Canada,Rio de Janeiro,Istanbul,2023-06-10,2023-06-14,02:34:00,13:42:00,05:32:00,11:04:00,444,668,332,Summer,Istanbul - Rio de Janeiro,Standard
1 esclae,2 escales,Qantas,ANA - All Nippon Airways,Tangier,Sydney,2023-03-24,2023-06-28,01:03:00,05:58:00,07:29:00,22:27:00,213,295,898,Spring,Sydney - Tangier,Standard
1 esclae,1 escale,Finnair,Lufthansa,Rabat,Paris,2023-04-21,2023-04-24,02:12:00,01:25:00,02:57:00,03:29:00,85,47,32,Spring,Paris - Rabat,Budget
1 esclae,Vol direct,American Airlines,Qatar Airways,London,Cairo,2023-05-28,2023-06-17,06:14:00,12:49:00,04:53:00,05:41:00,426,395,48,Spring,Cairo - London,Standard
Vol direct,2 escales,Qatar Airways,ANA - All Nippon Airways,Fes,Stockholm,2023-07-14,2023-07-28,03:39:00,17:27:00,16:08:00,20:08:00,130,828,240,Summer,Stockholm - Fes,Budget
Vol direct,2 escales,China Eastern Airlines,American Airlines,Vienna,Los Angeles,2023-03-30,2023-05-16,04:28:00,11:42:00,05:30:00,19:45:00,83,434,855,Spring,Los Angeles - Vienna,Budget
2 esclaes,1 escale,KLM Royal Dutch Airlines,Lufthansa,Casablanca,Copenhagen,2023-04-25,2023-06-20,02:14:00,13:50:00,17:34:00,18:47:00,910,696,73,Spring,Copenhagen - Casablanca,Premium
Vol direct,Vol direct,Cathay Pacific,Ryanair,Amsterdam,Vienna,2023-03-29,2023-07-31,02:24:00,03:24:00,14:21:00,15:14:00,441,60,53,Spring,Vienna - Amsterdam,Standard
Vol direct,1 escale,Qatar Airways,ANA - All Nippon Airways,Rio de Janeiro,San Francisco,2023-05-01,2023-06-12,01:07:00,08:05:00,11:48:00,23:02:00,136,418,674,Spring,San Francisco - Rio de Janeiro,Budget
2 esclaes,2 escales,Ryanair,Japan Airlines,Copenhagen,Dublin,2023-05-31,2023-07-16,06:35:00,14:53:00,15:21:00,22:55:00,99,498,454,Spring,Dublin - Copenhagen,Budget
Vol direct,Vol direct,Air Canada,Ryanair,Marrakech,Athens,2023-01-17,2023-04-05,04:23:00,00:26:00,02:32:00,17:45:00,279,237,913,Winter,Athens - Marrakech,Standard
1 esclae,Vol direct,Qantas,Alitalia,Delhi,Rabat,2023-03-02,2023-04-30,05:11:00,07:35:00,00:47:00,17:32:00,554,144,1005,Spring,Rabat - Delhi,Premium
1 esclae,1 escale,Etihad Airways,Delta Air Lines,Fes,Vienna,2023-06-07,2023-06-22,02:54:00,15:43:00,03:52:00,05:52:00,514,769,120,Summer,Vienna - Fes,Premium
Vol direct,Vol direct,AirAsia,Air Canada,Dublin,Vienna,2023-01-30,2023-06-23,01:12:00,05:35:00,17:11:00,19:25:00,75,263,134,Winter,Vienna - Dublin,Budget
Vol direct,2 escales,Cathay Pacific,Etihad Airways,Tangier,Cairo,2023-05-22,2023-06-27,02:42:00,15:12:00,04:42:00,17:40:00,876,750,778,Spring,Cairo - Tangier,Premium
2 esclaes,1 escale,Air France,Alitalia,Athens,Cairo,2023-07-24,2023-07-26,01:41:00,14:47:00,08:25:00,22:53:00,189,786,868,Summer,Cairo - Athens,Budget
Vol direct,1 escale,AirAsia,Lufthansa,Vienna,Copenhagen,2023-02-10,2023-07-01,04:22:00,15:58:00,08:21:00,08:50:00,879,696,29,Winter,Copenhagen - Vienna,Premium
1 esclae,Vol direct,AirAsia,United Airlines,Los Angeles,Tangier,2023-06-03,2023-06-27,05:06:00,18:32:00,02:17:00,07:17:00,253,806,300,Summer,Tangier - Los Angeles,Standard
1 esclae,2 escales,British Airways,Etihad Airways,Los Angeles,Moscow,2023-04-11,2023-07-21,06:08:00,00:25:00,15:27:00,21:37:00,789,343,370,Spring,Moscow - Los Angeles,Premium
Vol direct,Vol direct,Singapore Airlines,British Airways,Rio de Janeiro,Dublin,2023-05-31,2023-06-18,04:23:00,01:18:00,01:38:00,04:08:00,395,185,150,Spring,Dublin - Rio de Janeiro,Standard
2 esclaes,1 escale,China Eastern Airlines,Turkish Airlines,Tokyo,Sydney,2023-04-21,2023-07-20,05:55:00,09:20:00,09:43:00,10:22:00,549,205,39,Spring,Sydney - Tokyo,Premium
2 esclaes,Vol direct,Etihad Airways,Lufthansa,Moscow,Copenhagen,2023-02-01,2023-03-09,03:57:00,23:55:00,07:10:00,18:53:00,702,1198,703,Winter,Copenhagen - Moscow,Premium
Vol direct,2 escales,American Airlines,United Airlines,Amsterdam,Fes,2023-07-21,2023-07-27,06:48:00,14:57:00,13:28:00,13:58:00,632,489,30,Summer,Fes - Amsterdam,Premium
2 esclaes,2 escales,United Airlines,Qatar Airways,Berlin,Rabat,2023-04-11,2023-04-21,04:43:00,10:23:00,16:16:00,17:44:00,150,340,88,Spring,Rabat - Berlin,Budget
Vol direct,1 escale,Virgin Atlantic,Emirates,Barcelona,San Francisco,2023-01-24,2023-05-24,01:47:00,14:06:00,03:00:00,21:18:00,622,739,1098,Winter,San Francisco - Barcelona,Premium
1 esclae,2 escales,Turkish Airlines,Lufthansa,Sydney,Stockholm,2023-02-10,2023-04-28,06:30:00,16:22:00,16:34:00,21:33:00,772,592,299,Winter,Stockholm - Sydney,Premium
1 esclae,2 escales,Air France,JetBlue Airways,Fes,Los Angeles,2023-04-03,2023-06-29,01:37:00,03:35:00,20:55:00,23:47:00,249,118,172,Spring,Los Angeles - Fes,Standard
1 esclae,2 escales,Air Canada,Air France,Vienna,Tokyo,2023-07-09,2023-07-11,03:55:00,03:22:00,21:46:00,23:42:00,929,33,116,Summer,Tokyo - Vienna,Premium
Vol direct,Vol direct,Air France,Singapore Airlines,Cairo,Barcelona,2023-04-06,2023-05-16,02:20:00,18:37:00,14:31:00,15:38:00,223,977,67,Spring,Barcelona - Cairo,Standard
1 esclae,2 escales,China Eastern Airlines,Qantas,Delhi,Stockholm,2023-05-06,2023-07-06,03:49:00,17:37:00,13:53:00,20:20:00,196,828,387,Spring,Stockholm - Delhi,Budget
Vol direct,Vol direct,Cathay Pacific,Japan Airlines,Delhi,London,2023-07-21,2023-07-23,01:59:00,04:26:00,15:58:00,22:46:00,927,147,408,Summer,London - Delhi,Premium
Vol direct,2 escales,Turkish Airlines,Qantas,New York,Tangier,2023-05-07,2023-07-25,01:00:00,04:58:00,09:28:00,14:30:00,560,238,302,Spring,Tangier - New York,Premium
Vol direct,1 escale,ANA - All Nippon Airways,Royal Air Maroc,Copenhagen,New York,2023-05-31,2023-07-23,04:51:00,17:48:00,10:12:00,17:35:00,675,777,443,Spring,New York - Copenhagen,Premium
